./agents/active_inference/precision.py:125:61: E502 the backslash is redundant between brackets
./agents/active_inference/precision.py:126:21: E128 continuation line under-indented for visual indent
./tests/behavior/test_agent_scenarios.py:157:80: E501 line too long (88 > 79 characters)
./tests/behavior/test_agent_scenarios.py:225:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_agent_scenarios.py:241:80: E501 line too long (93 > 79 characters)
./tests/behavior/test_agent_scenarios.py:291:80: E501 line too long (83 > 79 characters)
./tests/behavior/test_agent_scenarios.py:311:80: E501 line too long (97 > 79 characters)
./tests/behavior/test_agent_scenarios.py:466:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_agent_scenarios.py:479:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_agent_scenarios.py:480:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_agent_scenarios.py:494:80: E501 line too long (90 > 79 characters)
./tests/behavior/test_agent_scenarios.py:512:80: E501 line too long (91 > 79 characters)
./tests/behavior/test_agent_scenarios.py:612:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_agent_scenarios.py:635:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_agent_scenarios.py:636:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_agent_scenarios.py:637:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_agent_scenarios.py:699:80: E501 line too long (85 > 79 characters)
./tests/behavior/test_agent_scenarios.py:739:80: E501 line too long (96 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:25:80: E501 line too long (90 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:26:80: E501 line too long (90 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:27:80: E501 line too long (90 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:36:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:51:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:52:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:76:80: E501 line too long (85 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:77:80: E501 line too long (85 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:78:80: E501 line too long (85 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:80:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:211:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:247:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:248:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:279:80: E501 line too long (81 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:306:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:307:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:308:80: E501 line too long (81 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:310:80: E501 line too long (81 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:311:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:312:80: E501 line too long (83 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:318:80: E501 line too long (81 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:319:80: E501 line too long (87 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:320:80: E501 line too long (87 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:325:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:329:80: E501 line too long (80 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:331:80: E501 line too long (81 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:334:80: E501 line too long (85 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:335:80: E501 line too long (83 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:336:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:338:80: E501 line too long (85 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:339:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:340:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:342:80: E501 line too long (86 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:343:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:344:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:359:80: E501 line too long (82 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:360:80: E501 line too long (84 > 79 characters)
./tests/behavior/test_frontend_agent_scenarios.py:361:80: E501 line too long (85 > 79 characters)
./tests/chaos/test_failure_injection.py:232:80: E501 line too long (91 > 79 characters)
./tests/chaos/test_failure_injection.py:303:80: E501 line too long (93 > 79 characters)
./tests/chaos/test_system_resilience.py:21:80: E501 line too long (80 > 79 characters)
./tests/chaos/test_system_resilience.py:147:80: E501 line too long (81 > 79 characters)
./tests/chaos/test_system_resilience.py:153:80: E501 line too long (98 > 79 characters)
./tests/chaos/test_system_resilience.py:236:80: E501 line too long (94 > 79 characters)
./tests/chaos/test_system_resilience.py:315:80: E501 line too long (82 > 79 characters)
./tests/chaos/test_system_resilience.py:340:80: E501 line too long (90 > 79 characters)
./tests/chaos/test_system_resilience.py:371:80: E501 line too long (97 > 79 characters)
./tests/chaos/test_system_resilience.py:514:80: E501 line too long (97 > 79 characters)
./tests/chaos/test_system_resilience.py:516:80: E501 line too long (94 > 79 characters)
./tests/compliance/test_adr_compliance.py:144:80: E501 line too long (89 > 79 characters)
./tests/compliance/test_adr_compliance.py:284:80: E501 line too long (88 > 79 characters)
./tests/compliance/test_adr_compliance.py:286:80: E501 line too long (86 > 79 characters)
./tests/compliance/test_adr_compliance.py:296:80: E501 line too long (88 > 79 characters)
./tests/compliance/test_adr_compliance.py:306:80: E501 line too long (98 > 79 characters)
./tests/compliance/test_adr_compliance.py:316:80: E501 line too long (83 > 79 characters)
./tests/compliance/test_adr_compliance.py:326:80: E501 line too long (90 > 79 characters)
./tests/compliance/test_adr_compliance.py:332:80: E501 line too long (88 > 79 characters)
./tests/compliance/test_adr_compliance.py:340:80: E501 line too long (85 > 79 characters)
./tests/compliance/test_adr_compliance.py:345:80: E501 line too long (93 > 79 characters)
./tests/compliance/test_adr_compliance.py:358:80: E501 line too long (90 > 79 characters)
./tests/compliance/test_adr_compliance.py:371:80: E501 line too long (87 > 79 characters)
./tests/compliance/test_adr_compliance.py:390:80: E501 line too long (95 > 79 characters)
./tests/compliance/test_adr_compliance.py:403:80: E501 line too long (87 > 79 characters)
./tests/compliance/test_adr_compliance.py:440:80: E501 line too long (87 > 79 characters)
./tests/compliance/test_adr_compliance.py:505:80: E501 line too long (89 > 79 characters)
./tests/compliance/test_adr_compliance.py:523:80: E501 line too long (89 > 79 characters)
./tests/conftest.py:165:80: E501 line too long (85 > 79 characters)
./tests/contract/contract_test_base.py:7:80: E501 line too long (91 > 79 characters)
./tests/contract/contract_test_base.py:528:80: E501 line too long (84 > 79 characters)
./tests/contract/contract_test_base.py:539:80: E501 line too long (91 > 79 characters)
./tests/contract/contract_test_base.py:543:80: E501 line too long (91 > 79 characters)
./tests/contract/test_api_contracts.py:50:80: E501 line too long (93 > 79 characters)
./tests/contract/test_api_contracts.py:169:80: E501 line too long (84 > 79 characters)
./tests/contract/test_api_contracts.py:180:80: E501 line too long (81 > 79 characters)
./tests/contract/test_contract_framework.py:134:80: E501 line too long (83 > 79 characters)
./tests/fixtures/__init__.py:4:80: E501 line too long (80 > 79 characters)
./tests/fixtures/active_inference_fixtures.py:20:80: E501 line too long (92 > 79 characters)
./tests/fixtures/active_inference_fixtures.py:21:80: E501 line too long (99 > 79 characters)
./tests/fixtures/active_inference_fixtures.py:312:80: E501 line too long (81 > 79 characters)
./tests/fixtures/active_inference_fixtures.py:313:80: E501 line too long (93 > 79 characters)
./tests/fixtures/async_mock_patterns.py:144:80: E501 line too long (89 > 79 characters)
./tests/fixtures/mock_factory.py:4:80: E501 line too long (85 > 79 characters)
./tests/fixtures/mock_factory.py:53:80: E501 line too long (87 > 79 characters)
./tests/fixtures/mock_registry.py:4:80: E501 line too long (84 > 79 characters)
./tests/fixtures/numeric_mocks.py:4:80: E501 line too long (80 > 79 characters)
./tests/fixtures/numeric_mocks.py:281:80: E501 line too long (99 > 79 characters)
./tests/fixtures/test_data_factory.py:226:80: E501 line too long (88 > 79 characters)
./tests/fixtures/test_data_factory.py:276:80: E501 line too long (99 > 79 characters)
./tests/fixtures/test_data_factory.py:298:80: E501 line too long (85 > 79 characters)
./tests/fixtures/test_data_factory.py:302:80: E501 line too long (99 > 79 characters)
./tests/fixtures/test_data_factory.py:306:80: E501 line too long (87 > 79 characters)
./tests/fixtures/test_data_factory.py:308:80: E501 line too long (83 > 79 characters)
./tests/fixtures/test_data_factory.py:394:80: E501 line too long (82 > 79 characters)
./tests/fixtures/test_data_factory.py:407:80: E501 line too long (80 > 79 characters)
./tests/fixtures/test_data_factory.py:578:80: E501 line too long (82 > 79 characters)
./tests/fixtures/test_data_factory.py:607:80: E501 line too long (82 > 79 characters)
./tests/fixtures/test_data_factory.py:614:80: E501 line too long (80 > 79 characters)
./tests/fixtures/test_data_factory.py:630:80: E501 line too long (87 > 79 characters)
./tests/integration/agents/test_agent_orchestration.py:26:80: E501 line too long (85 > 79 characters)
./tests/integration/agents/test_agent_orchestration.py:93:80: E501 line too long (83 > 79 characters)
./tests/integration/agents/test_agent_orchestration.py:240:80: E501 line too long (82 > 79 characters)
./tests/integration/run_integration_tests.py:104:80: E501 line too long (86 > 79 characters)
./tests/integration/run_integration_tests.py:216:80: E501 line too long (97 > 79 characters)
./tests/integration/run_integration_tests.py:217:80: E501 line too long (85 > 79 characters)
./tests/integration/run_integration_tests.py:218:80: E501 line too long (90 > 79 characters)
./tests/integration/run_integration_tests.py:219:80: E501 line too long (90 > 79 characters)
./tests/integration/run_integration_tests.py:220:80: E501 line too long (93 > 79 characters)
./tests/integration/run_integration_tests.py:221:80: E501 line too long (92 > 79 characters)
./tests/integration/run_integration_tests.py:264:80: E501 line too long (99 > 79 characters)
./tests/integration/test_active_inference_integration.py:5:80: E501 line too long (83 > 79 characters)
./tests/integration/test_active_inference_integration.py:7:80: E501 line too long (89 > 79 characters)
./tests/integration/test_active_inference_integration.py:8:80: E501 line too long (94 > 79 characters)
./tests/integration/test_active_inference_integration.py:10:80: E501 line too long (85 > 79 characters)
./tests/integration/test_active_inference_integration.py:11:80: E501 line too long (93 > 79 characters)
./tests/integration/test_active_inference_integration.py:19:80: E501 line too long (98 > 79 characters)
./tests/integration/test_active_inference_integration.py:21:80: E501 line too long (86 > 79 characters)
./tests/integration/test_active_inference_integration.py:22:80: E501 line too long (95 > 79 characters)
./tests/integration/test_active_inference_integration.py:24:80: E501 line too long (81 > 79 characters)
./tests/integration/test_active_inference_integration.py:25:80: E501 line too long (83 > 79 characters)
./tests/integration/test_active_inference_integration.py:27:80: E501 line too long (100 > 79 characters)
./tests/integration/test_active_inference_integration.py:28:80: E501 line too long (85 > 79 characters)
